category,grade,kaisai_name,keirin_cd,meeting_icon,pos1_car_no,pos1_decision,pos1_name,pos1_region,pos2_car_no,pos2_decision,pos2_name,pos2_region,pos3_car_no,pos3_decision,pos3_name,pos3_region,quinella,quinella_payout,quinella_popularity,race_date,race_no,track,trifecta,trifecta_payout,trifecta_popularity,source_file,race_no_num,race_id
Ｓ級予選,F1,,26.0,1,1.0,捲り,佐藤　博紀,岩　手,5.0,逃げ,中島　詩音,山　梨,2.0,,岡　光良,埼　玉,1-5,"2,280円",(6),20240226,11R,西武園,1-5-2,"5,000円",(14),keirin_results_20240223_20240331.csv,11,26_20240226_11
Ｓ級初日特選,F1,,26.0,1,1.0,捲り,和田真久留,神奈川,7.0,マーク,渡部　幸訓,福　島,3.0,,井上　昌己,長　崎,1-7,940円,(3),20240226,12R,西武園,1-7-3,"3,620円",(8),keirin_results_20240223_20240331.csv,12,26_20240226_12
Ａ級一般,F1,,26.0,1,7.0,差し,守安　政雄,岡　山,3.0,差し,吉永　和生,広　島,5.0,,川上真二郎,新　潟,7-3,"1,660円",(8),20240227,1R,西武園,7-3-5,"15,780円",(45),keirin_results_20240223_20240331.csv,1,26_20240227_01
Ａ級一般,F1,,26.0,1,1.0,差し,渡邉　直弥,静　岡,3.0,逃げ,新井僚太郎,山　梨,4.0,,作田　悦章,徳　島,1-3,"1,200円",(5),20240227,2R,西武園,1-3-4,"7,710円",(28),keirin_results_20240223_20240331.csv,2,26_20240227_02
Ａ級準決勝,F1,,26.0,1,4.0,差し,今岡　徹二,広　島,3.0,逃げ,門田　凌,愛　媛,1.0,,伊藤　奎,福　島,4-3,690円,(3),20240227,3R,西武園,4-3-1,"2,900円",(8),keirin_results_20240223_20240331.csv,3,26_20240227_03
Ａ級準決勝,F1,,26.0,1,5.0,逃げ,浮島　知稀,群　馬,6.0,差し,大槇　大介,岡　山,2.0,,須藤　直道,群　馬,5-6,"2,800円",(10),20240227,4R,西武園,5-6-2,"6,700円",(18),keirin_results_20240223_20240331.csv,4,26_20240227_04
Ａ級準決勝,F1,,26.0,1,7.0,逃げ,藤田　周磨,埼　玉,1.0,マーク,大澤　雄大,埼　玉,4.0,,芳野　匠,愛　媛,7-1,150円,(1),20240227,5R,西武園,7-1-4,400円,(1),keirin_results_20240223_20240331.csv,5,26_20240227_05
Ｓ級一般,F1,,26.0,1,3.0,差し,坂本　周作,青　森,1.0,差し,成田　健児,神奈川,7.0,,小島　歩,神奈川,3-1,"2,570円",(8),20240227,6R,西武園,3-1-7,"6,600円",(19),keirin_results_20240223_20240331.csv,6,26_20240227_06
Ｓ級一般,F1,,26.0,1,1.0,捲り,上野　雅彦,香　川,5.0,差し,上原　龍,長　野,3.0,,河合　佑弥,東　京,1-5,"2,640円",(10),20240227,7R,西武園,1-5-3,"5,070円",(14),keirin_results_20240223_20240331.csv,7,26_20240227_07
Ｓ級選抜,F1,,26.0,1,2.0,差し,東　龍之介,神奈川,4.0,逃げ,蒔田　英彦,千　葉,6.0,,渡邉　晴智,静　岡,2-4,250円,(1),20240227,8R,西武園,2-4-6,450円,(1),keirin_results_20240223_20240331.csv,8,26_20240227_08
Ｓ級選抜,F1,,26.0,1,7.0,差し,石毛　克幸,千　葉,3.0,捲り,川越　勇星,神奈川,4.0,,大塚　英伸,静　岡,7-3,760円,(3),20240227,9R,西武園,7-3-4,"2,240円",(9),keirin_results_20240223_20240331.csv,9,26_20240227_09
Ｓ級準決勝,F1,,26.0,1,3.0,差し,山賀　雅仁,千　葉,4.0,逃げ,和田真久留,神奈川,1.0,,渡部　幸訓,福　島,3-4,"1,480円",(4),20240227,10R,西武園,3-4-1,"3,640円",(9),keirin_results_20240223_20240331.csv,10,26_20240227_10
Ｓ級準決勝,F1,,26.0,1,3.0,捲り,佐藤　博紀,岩　手,5.0,マーク,松本秀之介,熊　本,2.0,,井上　昌己,長　崎,3-5,"5,160円",(16),20240227,11R,西武園,3-5-2,"9,340円",(26),keirin_results_20240223_20240331.csv,11,26_20240227_11
Ｓ級準決勝,F1,,26.0,1,2.0,差し,阿部　大樹,埼　玉,6.0,逃げ,山口　多聞,埼　玉,3.0,,木村　隆弘,徳　島,2-6,"3,430円",(9),20240227,12R,西武園,2-6-3,"14,340円",(27),keirin_results_20240223_20240331.csv,12,26_20240227_12
Ａ級一般,F1,,26.0,1,1.0,差し,吉良　勝信,福　岡,2.0,差し,新井僚太郎,山　梨,7.0,,川上真二郎,新　潟,1-2,"8,130円",(22),20240228,1R,西武園,1-2-7,"66,420円",(135),keirin_results_20240223_20240331.csv,1,26_20240228_01
Ａ級一般,F1,,26.0,1,3.0,差し,本郷　雄三,熊　本,7.0,逃げ,緒方慎太朗,熊　本,4.0,,平石　浩之,茨　城,3-7,190円,(1),20240228,2R,西武園,3-7-4,520円,(1),keirin_results_20240223_20240331.csv,2,26_20240228_02
Ａ級特選,F1,,26.0,1,4.0,差し,高比良　豪,福　岡,1.0,差し,須藤　直道,群　馬,7.0,,中山遼太郎,熊　本,4-1,"4,140円",(16),20240228,3R,西武園,4-1-7,"16,870円",(60),keirin_results_20240223_20240331.csv,3,26_20240228_03
Ａ級特選,F1,,26.0,1,5.0,差し,前川　大輔,福　島,1.0,差し,平山　優太,福　島,7.0,,荒川　仁,千　葉,5-1,860円,(3),20240228,4R,西武園,5-1-7,"1,940円",(4),keirin_results_20240223_20240331.csv,4,26_20240228_04
Ｓ級一般,F1,,26.0,1,1.0,差し,原　誠宏,香　川,2.0,差し,上原　龍,長　野,4.0,,成田　健児,神奈川,1-2,"1,540円",(6),20240228,5R,西武園,1-2-4,"15,950円",(57),keirin_results_20240223_20240331.csv,5,26_20240228_05
Ｓ級一般,F1,,26.0,1,6.0,逃げ,邊見　光輝,福　島,2.0,差し,泉　慶輔,宮　城,4.0,,竹村　勇祐,秋　田,6-2,"1,220円",(4),20240228,6R,西武園,6-2-4,"3,470円",(7),keirin_results_20240223_20240331.csv,6,26_20240228_06
Ｓ級一般,F1,,26.0,1,2.0,逃げ,河合　佑弥,東　京,7.0,マーク,飯嶋　則之,栃　木,5.0,,坂本将太郎,栃　木,2-7,210円,(1),20240228,7R,西武園,2-7-5,340円,(1),keirin_results_20240223_20240331.csv,7,26_20240228_07
Ｓ級特選,F1,,26.0,1,4.0,捲り,高橋　築,東　京,5.0,差し,井上　昌己,長　崎,6.0,,蒔田　英彦,千　葉,4-5,"1,070円",(5),20240228,8R,西武園,4-5-6,"16,620円",(42),keirin_results_20240223_20240331.csv,8,26_20240228_08
Ｓ級特選,F1,,26.0,1,4.0,差し,諸橋　愛,新　潟,2.0,差し,木村　隆弘,徳　島,3.0,,中島　詩音,山　梨,4-2,"1,870円",(6),20240228,9R,西武園,4-2-3,"6,620円",(19),keirin_results_20240223_20240331.csv,9,26_20240228_09
Ｓ級特選,F1,,26.0,1,2.0,逃げ,坂井　洋,栃　木,7.0,マーク,佐藤　礼文,茨　城,3.0,,星野　洋輝,福　島,2-7,200円,(1),20240228,10R,西武園,2-7-3,880円,(2),keirin_results_20240223_20240331.csv,10,26_20240228_10
Ａ級決勝,F1,,26.0,1,1.0,差し,藤田　周磨,埼　玉,5.0,マーク,大澤　雄大,埼　玉,2.0,,今岡　徹二,広　島,1-5,300円,(1),20240228,11R,西武園,1-5-2,"1,850円",(5),keirin_results_20240223_20240331.csv,11,26_20240228_11
Ｓ級決勝,F1,,26.0,1,5.0,差し,渡部　幸訓,福　島,1.0,差し,阿部　大樹,埼　玉,3.0,,和田真久留,神奈川,5-1,"4,270円",(19),20240228,12R,西武園,5-1-3,"17,150円",(72),keirin_results_20240223_20240331.csv,12,26_20240228_12
Ａ級チャレンジ予選,F2,,26.0,5,2.0,逃げ,矢田　晋,福　岡,1.0,差し,本田　拓也,新　潟,5.0,,石川　一浩,静　岡,2-1,860円,(3),20240308,1R,西武園,2-1-5,"4,350円",(13),keirin_results_20240223_20240331.csv,1,26_20240308_01
Ａ級チャレンジ予選,F2,,26.0,5,1.0,差し,中岡　海,愛　媛,5.0,マーク,伊藤　之人,東　京,4.0,,小林　宏年,静　岡,1-5,810円,(2),20240308,2R,西武園,1-5-4,"3,470円",(9),keirin_results_20240223_20240331.csv,2,26_20240308_02
Ａ級チャレンジ予選,F2,,26.0,5,1.0,逃げ,鳥海　創,千　葉,2.0,マーク,對馬　太陽,神奈川,3.0,,櫻井　紀幸,群　馬,1-2,150円,(1),20240308,3R,西武園,1-2-3,180円,(1),keirin_results_20240223_20240331.csv,3,26_20240308_03
Ａ級チャレンジ予選,F2,,26.0,5,1.0,逃げ,吉田　晏生,埼　玉,3.0,差し,沼川　夢久,群　馬,4.0,,脇田　良雄,広　島,1-3,510円,(4),20240308,4R,西武園,1-3-4,"6,110円",(21),keirin_results_20240223_20240331.csv,4,26_20240308_04
Ａ級特予選,F2,,26.0,5,1.0,逃げ,日野　博幸,愛　媛,3.0,マーク,高橋　義秋,大　分,4.0,,大竹　慎吾,大　分,1-3,560円,(3),20240308,5R,西武園,1-3-4,"1,570円",(3),keirin_results_20240223_20240331.csv,5,26_20240308_05
Ａ級特予選,F2,,26.0,5,2.0,差し,小玉　勇一,埼　玉,1.0,マーク,川口　満宏,東　京,3.0,,多田　晃紀,岡　山,2-1,270円,(1),20240308,6R,西武園,2-1-3,740円,(1),keirin_results_20240223_20240331.csv,6,26_20240308_06
Ａ級特予選,F2,,26.0,5,1.0,逃げ,昼田　達哉,岡　山,2.0,マーク,山崎　輝夫,埼　玉,3.0,,成清謙二郎,千　葉,1-2,170円,(1),20240308,7R,西武園,1-2-3,580円,(3),keirin_results_20240223_20240331.csv,7,26_20240308_07
Ａ級特予選,F2,,26.0,5,1.0,捲り,野中　祐志,埼　玉,2.0,差し,小松　剛之,宮　城,3.0,,鈴木　宏章,栃　木,1-2,590円,(2),20240308,8R,西武園,1-2-3,"3,530円",(10),keirin_results_20240223_20240331.csv,8,26_20240308_08
Ａ級初日特選,F2,,26.0,5,7.0,差し,佐藤　健太,福　岡,5.0,捲り,中川　聖大,福　岡,1.0,,内山　雅貴,静　岡,7-5,"2,490円",(10),20240308,9R,西武園,7-5-1,"9,920円",(41),keirin_results_20240223_20240331.csv,9,26_20240308_09
Ａ級チャレンジ一般,F2,,26.0,5,3.0,差し,亀井　道佳,宮　城,1.0,マーク,尾崎　勝弘,徳　島,2.0,,本馬　鎌,福　島,3-1,"1,920円",(6),20240309,1R,西武園,3-1-2,"3,640円",(8),keirin_results_20240223_20240331.csv,1,26_20240309_01
Ａ級チャレンジ一般,F2,,26.0,5,3.0,差し,塚本　諭,福　島,7.0,マーク,徳永　真一,青　森,5.0,,小峰　一貴,埼　玉,3-7,"7,350円",(21),20240309,2R,西武園,3-7-5,"82,260円",(117),keirin_results_20240223_20240331.csv,2,26_20240309_02
Ａ級チャレンジ準決勝,F2,,26.0,5,1.0,捲り,鳥海　創,千　葉,2.0,逃げ,中岡　海,愛　媛,5.0,,石川　一浩,静　岡,1-2,290円,(2),20240309,3R,西武園,1-2-5,970円,(4),keirin_results_20240223_20240331.csv,3,26_20240309_03
Ａ級チャレンジ準決勝,F2,,26.0,5,1.0,逃げ,吉田　晏生,埼　玉,2.0,マーク,本田　拓也,新　潟,4.0,,對馬　太陽,神奈川,1-2,110円,(1),20240309,4R,西武園,1-2-4,170円,(1),keirin_results_20240223_20240331.csv,4,26_20240309_04
Ａ級特一般,F2,,26.0,5,3.0,逃げ,神開　一輝,福　岡,5.0,マーク,山本　貴章,岡　山,7.0,,石山　直哉,徳　島,3-5,400円,(1),20240309,5R,西武園,3-5-7,800円,(1),keirin_results_20240223_20240331.csv,5,26_20240309_05
Ａ級特一般,F2,,26.0,5,2.0,逃げ,梅田加津也,神奈川,4.0,マーク,湯浅　弘光,千　葉,1.0,,山口　茂,福　島,2-4,350円,(1),20240309,6R,西武園,2-4-1,460円,(1),keirin_results_20240223_20240331.csv,6,26_20240309_06
Ａ級準決勝,F2,,26.0,5,2.0,逃げ,中川　聖大,福　岡,6.0,マーク,小玉　勇一,埼　玉,4.0,,山崎　輝夫,埼　玉,2-6,"1,460円",(4),20240309,7R,西武園,2-6-4,"3,870円",(12),keirin_results_20240223_20240331.csv,7,26_20240309_07
Ａ級準決勝,F2,,26.0,5,1.0,差し,吉田　裕全,埼　玉,4.0,差し,多田　晃紀,岡　山,5.0,,三ッ井　武,神奈川,1-4,"3,290円",(11),20240309,8R,西武園,1-4-5,"23,130円",(64),keirin_results_20240223_20240331.csv,8,26_20240309_08
Ａ級準決勝,F2,,26.0,5,1.0,捲り,内山　雅貴,静　岡,3.0,マーク,副島　和人,神奈川,5.0,,成清謙二郎,千　葉,1-3,310円,(1),20240309,9R,西武園,1-3-5,730円,(1),keirin_results_20240223_20240331.csv,9,26_20240309_09
Ａ級チャレンジ一般,F2,,26.0,5,3.0,逃げ,伊藤　之人,東　京,5.0,差し,小原　伸哉,北海道,6.0,,平坂　典也,広　島,3-5,"4,650円",(17),20240310,1R,西武園,3-5-6,"122,020円",(153),keirin_results_20240223_20240331.csv,1,26_20240310_01
Ａ級チャレンジ一般,F2,,26.0,5,4.0,捲り,小林　寛弥,静　岡,5.0,逃げ,楠本　政明,福　岡,2.0,,脇田　良雄,広　島,4-5,"2,920円",(15),20240310,2R,西武園,4-5-2,"6,610円",(24),keirin_results_20240223_20240331.csv,2,26_20240310_02
Ａ級チャレンジ選抜,F2,,26.0,5,1.0,逃げ,矢田　晋,福　岡,3.0,マーク,服部　克久,熊　本,6.0,,小林　宏年,静　岡,1-3,280円,(1),20240310,3R,西武園,1-3-6,"4,990円",(13),keirin_results_20240223_20240331.csv,3,26_20240310_03
Ａ級特一般,F2,,26.0,5,2.0,捲り,及川　裕奨,岩　手,5.0,差し,渡邊　恭典,栃　木,1.0,,大澤　裕之,埼　玉,2-5,"11,860円",(35),20240310,4R,西武園,2-5-1,"33,570円",(109),keirin_results_20240223_20240331.csv,4,26_20240310_04
Ａ級特一般,F2,,26.0,5,3.0,差し,山口　茂,福　島,1.0,逃げ,米村　光星,熊　本,6.0,,村上　貴彦,栃　木,3-1,"3,130円",(12),20240310,5R,西武園,3-1-6,"14,770円",(41),keirin_results_20240223_20240331.csv,5,26_20240310_05
Ａ級特選,F2,,26.0,5,4.0,逃げ,日野　博幸,愛　媛,1.0,マーク,野本　翔太,高　知,5.0,,三ッ井　武,神奈川,4-1,430円,(1),20240310,6R,西武園,4-1-5,690円,(1),keirin_results_20240223_20240331.csv,6,26_20240310_06
Ａ級特選,F2,,26.0,5,1.0,差し,室井蓮太朗,徳　島,2.0,逃げ,昼田　達哉,岡　山,5.0,,小松　剛之,宮　城,1-2,170円,(1),20240310,7R,西武園,1-2-5,460円,(2),keirin_results_20240223_20240331.csv,7,26_20240310_07
Ａ級チャレンジ決勝,F2,,26.0,5,3.0,差し,本田　拓也,新　潟,1.0,逃げ,吉田　晏生,埼　玉,7.0,,沼川　夢久,群　馬,3-1,"1,990円",(8),20240310,8R,西武園,3-1-7,"12,500円",(35),keirin_results_20240223_20240331.csv,8,26_20240310_08
Ａ級決勝,F2,,26.0,5,1.0,差し,内山　雅貴,静　岡,3.0,逃げ,中川　聖大,福　岡,2.0,,吉田　裕全,埼　玉,1-3,900円,(4),20240310,9R,西武園,1-3-2,"3,020円",(11),keirin_results_20240223_20240331.csv,9,26_20240310_09
Ａ級チャレンジ予選,F2,,26.0,5,3.0,逃げ,藤縄　洋介,兵　庫,1.0,差し,小笠原一真,青　森,4.0,,梶原　秀庸,大　阪,3-1,"2,020円",(4),20240314,1R,西武園,3-1-4,"6,150円",(16),keirin_results_20240223_20240331.csv,1,26_20240314_01
Ａ級チャレンジ予選,F2,,26.0,5,1.0,逃げ,神尾　敬冬,静　岡,3.0,マーク,関谷　哲平,奈　良,2.0,,伊狩　知人,奈　良,1-3,280円,(1),20240314,2R,西武園,1-3-2,520円,(1),keirin_results_20240223_20240331.csv,2,26_20240314_02
Ａ級チャレンジ予選,F2,,26.0,5,1.0,逃げ,内山　慧大,福　井,2.0,マーク,川本　恵二,兵　庫,6.0,,滝川　秀嗣,愛　知,1-2,140円,(1),20240314,3R,西武園,1-2-6,220円,(1),keirin_results_20240223_20240331.csv,3,26_20240314_03
Ａ級チャレンジ予選,F2,,26.0,5,2.0,逃げ,佐藤譲士郎,埼　玉,6.0,差し,菅原　洋輔,岩　手,1.0,,鈴木龍之介,栃　木,2-6,"3,740円",(6),20240314,4R,西武園,2-6-1,"10,990円",(17),keirin_results_20240223_20240331.csv,4,26_20240314_04
Ａ級特予選,F2,,26.0,5,1.0,捲り,大谷　靖茂,愛　知,5.0,逃げ,根藤　浩二,千　葉,3.0,,野木　義規,北海道,1-5,"1,400円",(4),20240314,5R,西武園,1-5-3,"6,620円",(18),keirin_results_20240223_20240331.csv,5,26_20240314_05
Ａ級特予選,F2,,26.0,5,3.0,差し,高橋　秀吉,秋　田,4.0,逃げ,堀　航輝,青　森,2.0,,田口　裕一,千　葉,3-4,330円,(1),20240314,6R,西武園,3-4-2,890円,(2),keirin_results_20240223_20240331.csv,6,26_20240314_06
Ａ級特予選,F2,,26.0,5,1.0,捲り,内藤　久文,愛　知,5.0,マーク,西　徹,石　川,6.0,,有賀　高士,石　川,1-5,240円,(1),20240314,7R,西武園,1-5-6,340円,(1),keirin_results_20240223_20240331.csv,7,26_20240314_07
Ａ級特予選,F2,,26.0,5,2.0,差し,丸山　直樹,埼　玉,1.0,逃げ,宮下　一歩,長　野,4.0,,田中　俊充,福　井,2-1,150円,(1),20240314,8R,西武園,2-1-4,"1,090円",(3),keirin_results_20240223_20240331.csv,8,26_20240314_08
Ａ級初日特選,F2,,26.0,5,1.0,逃げ,齋藤　雄行,神奈川,3.0,差し,柿沼　信也,埼　玉,6.0,,鈴木　良太,静　岡,1-3,"1,290円",(4),20240314,9R,西武園,1-3-6,"5,840円",(18),keirin_results_20240223_20240331.csv,9,26_20240314_09
Ａ級チャレンジ一般,F2,,26.0,5,5.0,差し,藤本　龍也,長　野,2.0,マーク,菊池　崇訓,栃　木,6.0,,岡崎　泰士,静　岡,5-2,550円,(1),20240315,1R,西武園,5-2-6,"17,230円",(42),keirin_results_20240223_20240331.csv,1,26_20240315_01
Ａ級チャレンジ一般,F2,,26.0,5,1.0,差し,藤野　竜也,栃　木,3.0,マーク,佐藤　正吾,宮　城,5.0,,駒井　大輔,東　京,1-3,"1,000円",(4),20240315,2R,西武園,1-3-5,"5,440円",(18),keirin_results_20240223_20240331.csv,2,26_20240315_02
Ａ級チャレンジ準決勝,F2,,26.0,5,1.0,捲り,内山　慧大,福　井,2.0,マーク,川本　恵二,兵　庫,3.0,,神尾　敬冬,静　岡,1-2,220円,(1),20240315,3R,西武園,1-2-3,750円,(2),keirin_results_20240223_20240331.csv,3,26_20240315_03
Ａ級チャレンジ準決勝,F2,,26.0,5,2.0,逃げ,佐藤譲士郎,埼　玉,7.0,差し,鈴木　裕斗,宮　城,3.0,,小笠原一真,青　森,2-7,"5,260円",(18),20240315,4R,西武園,2-7-3,"13,020円",(39),keirin_results_20240223_20240331.csv,4,26_20240315_04
Ａ級特一般,F2,,26.0,5,3.0,差し,阿部　英光,宮　城,1.0,差し,藤野　一良,大　阪,5.0,,中村美千隆,兵　庫,3-1,"3,170円",(13),20240315,5R,西武園,3-1-5,"14,850円",(58),keirin_results_20240223_20240331.csv,5,26_20240315_05
Ａ級特一般,F2,,26.0,5,1.0,逃げ,高本　和也,神奈川,5.0,差し,佐藤　謙,栃　木,7.0,,松田　優一,茨　城,1-5,"6,900円",(20),20240315,6R,西武園,1-5-7,"32,890円",(74),keirin_results_20240223_20240331.csv,6,26_20240315_06
Ａ級準決勝,F2,,26.0,5,4.0,逃げ,内藤　久文,愛　知,1.0,差し,今井　聡,東　京,3.0,,笹倉　慎也,富　山,4-1,"1,380円",(6),20240315,7R,西武園,4-1-3,"3,370円",(13),keirin_results_20240223_20240331.csv,7,26_20240315_07
Ａ級準決勝,F2,,26.0,5,1.0,差し,柿沼　信也,埼　玉,3.0,逃げ,宮下　一歩,長　野,6.0,,根藤　浩二,千　葉,1-3,300円,(2),20240315,8R,西武園,1-3-6,"4,590円",(11),keirin_results_20240223_20240331.csv,8,26_20240315_08
Ａ級準決勝,F2,,26.0,5,6.0,捲り,堀　航輝,青　森,1.0,逃げ,齋藤　雄行,神奈川,4.0,,田口　裕一,千　葉,6-1,"4,420円",(14),20240315,9R,西武園,6-1-4,"21,040円",(62),keirin_results_20240223_20240331.csv,9,26_20240315_09
Ａ級チャレンジ一般,F2,,26.0,5,3.0,逃げ,竹田　慎一,富　山,2.0,マーク,佐野多喜男,新　潟,4.0,,梶山　大輔,神奈川,3-2,390円,(1),20240316,1R,西武園,3-2-4,650円,(1),keirin_results_20240223_20240331.csv,1,26_20240316_01
Ａ級チャレンジ一般,F2,,26.0,5,1.0,捲り,関谷　哲平,奈　良,3.0,マーク,佐藤　正吾,宮　城,4.0,,駒井　大輔,東　京,1-3,"1,210円",(6),20240316,2R,西武園,1-3-4,"4,430円",(17),keirin_results_20240223_20240331.csv,2,26_20240316_02
Ａ級チャレンジ選抜,F2,,26.0,5,4.0,差し,藤野　竜也,栃　木,6.0,マーク,滝川　秀嗣,愛　知,1.0,,千澤　大輔,青　森,4-6,"5,190円",(17),20240316,3R,西武園,4-6-1,"17,110円",(54),keirin_results_20240223_20240331.csv,3,26_20240316_03
Ａ級特一般,F2,,26.0,5,1.0,差し,高橋　幸司,山　形,7.0,捲り,中村美千隆,兵　庫,2.0,,松澤　敬輔,北海道,1-7,"2,490円",(7),20240316,4R,西武園,1-7-2,"6,440円",(14),keirin_results_20240223_20240331.csv,4,26_20240316_04
Ａ級特一般,F2,,26.0,5,2.0,逃げ,大谷　靖茂,愛　知,1.0,差し,鈴木　良太,静　岡,7.0,,松田　優一,茨　城,2-1,520円,(1),20240316,5R,西武園,2-1-7,"1,990円",(5),keirin_results_20240223_20240331.csv,5,26_20240316_05
Ａ級特選,F2,,26.0,5,2.0,逃げ,高本　和也,神奈川,1.0,マーク,丸山　直樹,埼　玉,4.0,,大越　啓介,栃　木,2-1,400円,(2),20240316,6R,西武園,2-1-4,890円,(1),keirin_results_20240223_20240331.csv,6,26_20240316_06
Ａ級特選,F2,,26.0,5,2.0,差し,田口　裕一,千　葉,6.0,逃げ,根藤　浩二,千　葉,5.0,,野木　義規,北海道,2-6,490円,(2),20240316,7R,西武園,2-6-5,"3,300円",(7),keirin_results_20240223_20240331.csv,7,26_20240316_07
Ａ級チャレンジ決勝,F2,,26.0,5,3.0,捲り,佐藤譲士郎,埼　玉,1.0,マーク,鈴木龍之介,栃　木,2.0,,内山　慧大,福　井,3-1,"1,830円",(8),20240316,8R,西武園,3-1-2,"5,830円",(22),keirin_results_20240223_20240331.csv,8,26_20240316_08
Ａ級決勝,F2,,26.0,5,1.0,捲り,齋藤　雄行,神奈川,2.0,差し,今井　聡,東　京,3.0,,柿沼　信也,埼　玉,1-2,700円,(2),20240316,9R,西武園,1-2-3,"1,290円",(1),keirin_results_20240223_20240331.csv,9,26_20240316_09
Ａ級予選,F1,,27.0,3,2.0,捲り,太田　将成,宮　城,5.0,マーク,金子　兼久,宮　城,3.0,,藤岡　徹也,兵　庫,2-5,620円,(3),20240101,1R,京王閣,2-5-3,"2,810円",(9),keirin_results_20240101_20240222.csv,1,27_20240101_01
Ａ級予選,F1,,27.0,3,4.0,捲り,井上　公利,宮　城,2.0,差し,山田　雅之,岐　阜,1.0,,大崎　和也,青　森,4-2,"1,460円",(6),20240101,2R,京王閣,4-2-1,"2,950円",(7),keirin_results_20240101_20240222.csv,2,27_20240101_02
Ａ級予選,F1,,27.0,3,4.0,差し,佐藤　亙,愛　知,1.0,逃げ,丹波　孝佑,大　阪,5.0,,眞原　健一,神奈川,4-1,230円,(2),20240101,3R,京王閣,4-1-5,300円,(2),keirin_results_20240101_20240222.csv,3,27_20240101_03
Ａ級予選,F1,,27.0,3,7.0,捲り,内藤　久文,愛　知,1.0,マーク,古川　宗行,東　京,3.0,,山内　大作,静　岡,7-1,330円,(2),20240101,4R,京王閣,7-1-3,"2,530円",(6),keirin_results_20240101_20240222.csv,4,27_20240101_04
Ａ級初日特選,F1,,27.0,3,1.0,差し,山田　幸司,神奈川,7.0,差し,岡本　英之,千　葉,6.0,,堀　政美,茨　城,1-7,"3,370円",(11),20240101,5R,京王閣,1-7-6,"23,600円",(86),keirin_results_20240101_20240222.csv,5,27_20240101_05
Ｓ級予選,F1,,27.0,3,4.0,逃げ,寺沼　拓摩,東　京,1.0,マーク,鈴木　薫,東　京,5.0,,大槻　寛徳,宮　城,4-1,"1,710円",(7),20240101,6R,京王閣,4-1-5,"2,810円",(14),keirin_results_20240101_20240222.csv,6,27_20240101_06
